City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
238,Longyearbyen,78.2186,15.6401,-11.939999999999998,72,0,3.6,SJ,1674034634
239,Kainantu,-6.2887,145.8655,16.04000000000002,93,100,1.57,PG,1674034635
240,Bom Jesus Da Lapa,-13.255,-43.4181,21.389999999999986,83,100,1.56,BR,1674034440
241,Marzuq,14.4,46.4667,26.80000000000001,22,4,6.33,YE,1674034637
242,Knysna,-34.0363,23.0471,28.99000000000001,64,88,3.24,ZA,1674034507
243,Majene,-3.5403,118.9707,27.50999999999999,77,95,2.66,ID,1674034638
244,Hun,29.1268,15.9477,20.50999999999999,18,0,7.18,LY,1674034639
245,Saint-Denis,48.9167,2.3333,1.9399999999999977,89,0,3.6,FR,1674034639
246,Salinopolis,-0.6136,-47.3561,23.279999999999973,93,100,1.95,BR,1674034641
247,Belaya Kholunitsa,58.84,50.8528,-7.8799999999999955,88,100,4.2,RU,1674034641
248,Brae,60.3964,-1.353,3.6200000000000045,57,100,10.17,GB,1674034642
249,Vardo,70.3705,31.1107,-6.860000000000014,86,0,9.77,NO,1674034643
250,Bumba,2.1833,22.4667,34.04000000000002,34,7,0.05,CD,1674034644
251,South Lyon,42.4606,-83.6516,3.660000000000025,88,100,2.68,US,1674034645
252,Kanker,20.2719,81.4931,30.560000000000002,24,45,3.13,IN,1674034645
253,Narsaq,60.9167,-46.05,-10.730000000000018,73,100,2.78,GL,1674034646
254,Beringovskiy,63.05,179.3167,-30.060000000000002,92,48,3.83,RU,1674034647
255,Souillac,-20.5167,57.5167,28.360000000000014,74,75,8.23,MU,1674034648
256,Tura,25.5198,90.2201,20.589999999999975,28,0,2.1,IN,1674034649
257,Fairbanks,64.8378,-147.7164,-25.360000000000014,78,0,1.54,US,1674034622
258,Rawson,-43.3002,-65.1023,20.079999999999984,77,64,4.76,AR,1674034650
259,Rio Grande City,26.3798,-98.8203,22.99000000000001,90,89,3.98,US,1674034651
260,Pacifica,37.6138,-122.4869,9.110000000000014,92,0,1.54,US,1674034439
261,Takoradi,4.8845,-1.7554,29.100000000000023,67,18,2.72,GH,1674034652
262,Nemuro,43.3236,145.575,-3.9499999999999886,77,28,7.71,JP,1674034653
263,Itoman,26.1247,127.6694,17.160000000000025,64,75,8.23,JP,1674034654
264,Iskateley,67.6803,53.1512,-5.759999999999991,93,100,7.13,RU,1674034654
265,Tiznit,29.5833,-9.5,12.350000000000023,68,12,3.63,MA,1674034656
266,Beloha,-25.1667,45.05,34.99000000000001,32,1,4.44,MG,1674034656
267,Kavaratti,10.5669,72.642,26.939999999999998,74,15,4.33,IN,1674034657
268,Betsiamites,48.9413,-68.646,-0.8000000000000114,99,100,3.73,CA,1674034658
269,Esperance,-33.8667,121.9,17.639999999999986,62,4,9.08,AU,1674034659
270,Aripuana,-9.1667,-60.6333,21.600000000000023,100,100,0.85,BR,1674034659
271,Cluses,46.0625,6.575,3.2200000000000273,94,100,1.3,FR,1674034661
272,Kayerkan,69.3497,87.7602,-31.099999999999994,86,100,2.52,RU,1674034662
273,Broome,42.2506,-75.833,4.699999999999989,89,100,3.13,US,1674034662
274,Ouallam,14.3188,2.0866,25.870000000000005,12,0,6.37,NE,1674034663
275,Kiruna,67.8557,20.2251,-10.339999999999975,92,100,1.54,SE,1674034664
276,Gainesville,29.6516,-82.3248,14.629999999999995,83,100,0.0,US,1674034649
277,Kruisfontein,-34.0033,24.7314,28.420000000000016,36,99,3.66,ZA,1674034666
278,El Dorado,38.7666,-120.5177,1.0699999999999932,96,19,5.81,US,1674034667
279,Redding,40.5865,-122.3917,3.829999999999984,88,0,0.0,US,1674034668
280,Mount Isa,-20.7333,139.5,33.01999999999998,35,40,4.63,AU,1674034668
281,Husavik,66.0449,-17.3389,-2.829999999999984,83,100,6.74,IS,1674034669
